_id,item_name,image_src,ratings,content_text,customer_name,review_count
6631aa1c67ac88171f5a9e23,차량커튼 - Smile Check,https://wiggle-wiggle.com/web/product/small/202205/88dc3c1938677e39e3063f103b5a1b43.jpg,4.9,차 안 분위기가 달라졌어요! 짱 귀욥 맘에 들어요~,황**,77
6631aa1c67ac88171f5a9e24,라운지 로브 - Don't Panic,https://wiggle-wiggle.com/web/product/small/202210/0c8cfa1e877258e147ac6554bf71275d.jpg,4.9,너무 예뻐요. 진짜 갖고싶던 것이었는데 실물이 더 예뻐서 상품받고 기분이 좋았습니다. 많이 파세요.,서**,418
6631aa2067ac88171f5a9e25,[주문제작] 투명케이스 - Flower Bed,https://wiggle-wiggle.com/web/product/small/202109/e6c84debb9f87efb57389ab90f0f33b2.jpg,4.9,스마일 플라워와 레인보우의 환상 조합! 자칫 유치할까 촌스러울까 걱정했던 저를 반성합니다. 상큼발랄 예뻐요~ 세일때 좋은 가격에 잘샀습니다.,유**,96
6631aa2067ac88171f5a9e26,[주문제작] 투명케이스 - Sticker Pack,https://wiggle-wiggle.com/web/product/small/202302/fc79a192f87506bcae75980c47891f79.jpg,4.9,너무 상큼하고 발랄하고 예뻐요 아이폰13은 카메라 보호도 되니 더 좋네요 세일때 좋은 가격으로 잘 구입한 것 같아서 좋습니다.,유**,208
6631aa2067ac88171f5a9e27,투웨이 보냉백(M/L) - Cherry,https://wigglewiggle20.cafe24.com/web/product/tiny/202401/0ea76126227ef8e94f0b418b03d36e04.jpg,5.0,귀여워요!,장**,192
6631aa2067ac88171f5a9e28,발매트(S) - Teddy Bear,https://wiggle-wiggle.com/web/product/small/202302/fb75860a97e02cc018ceffb298e1efa9.jpg,5.0,귀엽고 자꾸 밟고싶어져요. 미끄럼방지 잘되어 있어요.,이**,399
6631aa2067ac88171f5a9e29,아이스 트레이 - Wiggle Friends,https://cafe24img.poxo.com/wigglewiggle20/web/product/tiny/202307/d511097bb5787284abc3292cd8cf7b8f.png,4.9,넘 귀여워요~ 얼음틀이지만 애기 간식이나 주먹밥 같은거 만들어도 좋을것 같아서 구매해 봤어요~ 애기도 좋아하네요~,리**,180
6631aa2067ac88171f5a9e2a,암막 양우산 - Bears,https://wiggle-wiggle.com/web/product/small/202208/c439686c2d34bd2c5d9847cccb7bf6be.jpg,4.6,너무너무 잘 샀어요. 출퇴근때 가방에 넣고 다니기 너무 좋아요. 전에 들고다니던 우산이 부러져서 마침 가벼운거 찾다가 이뻐서 질러버린건데 장마철인 지금 너무 잘쓰고 있네요. 받자마자 다음날 바로 썼어요~,리**,195
6631aa2067ac88171f5a9e2b,[락앤락X위글위글] 메트로 텀블러,https://wiggle-wiggle.com/web/product/small/202402/adc2556fe78509826e3519d18bcbdfe2.jpg,5.0,"스트랩이 있어서 들고다니기편하고 음료마실때 얼음도 막아주고,보냉시간도 길고 그외 기타등등 장점기능이있지만 이쁜게 최고장점!!!!! 들고다니면 기분좋아지는효과있음!!!! 완전 귀여움ㅠㅅㅠ",이**,640
6631aa2067ac88171f5a9e2c,암막 양우산 - Garden,https://wigglewiggle20.cafe24.com/web/product/tiny/202206/437f816884c2baa7f7adf1b98f30a7ed.jpg,4.7,이쁩니다! 엄마가 직접 고르신건데 너무 만족해 하셨어요. 크기도 작아서 가방에 넣고다니기 딱 좋고 우산가방이 따로 있어서 그냥 들고다니기도 좋아요. 무게는 생각보다 무거운 편이었는데 집에 있는 다른 우산들보단 가벼워서 잘 들고다니실것 같다네요.,리**,352
6631aa2067ac88171f5a9e2d,[주문제작] 투명 카드케이스 - Little Play Bunny,https://wigglewiggle20.cafe24.com/web/product/tiny/202304/0b8f8a06a0b478da5b819f0f27eda638.jpg,5.0,보라색 아이폰과 너무 잘어울리고 귀여워요 ><,장**,26
6631aa2067ac88171f5a9e2e,키즈 우산 - Cotton Candy,https://wigglewiggle20.cafe24.com/web/product/tiny/202403/5f5ddb7828bb5e1efcf06ca5eca49426.jpg,4.9,진짜 이뻐요! 위글위글은 우산을 정말 이쁘게 잘 만드는것 같아요~ 전에 산 데이지 투명 우산이 너무 이뻐서 애기것도 샀어요~ 아직은 어려서 사용하진 못하지만 크면 잘 쓸것 같네요.,리**,279
